timestamp_start,timestamp_end,window_id,scenario,workload_phase_label,duration_s,request_count,request_success_count,request_error_count,request_success_rate,request_latency_mean_ms,request_latency_p50_ms,request_latency_p95_ms,request_throughput_rps,request_throughput_baseline_rps,request_throughput_ratio_vs_baseline,queue_delay_proxy_mean_ms,queue_delay_proxy_p95_ms,prompt_tokens_mean,output_tokens_mean,output_tokens_per_s,configured_concurrency,requested_max_tokens,queue_pressure_proxy,queue_pressure_score,latency_baseline_mean_ms,latency_baseline_p50_ms,latency_ratio_vs_baseline,latency_ratio_vs_initial_window,gpu_name,gpu_util_percent_mean,gpu_memory_util_percent_mean,gpu_memory_used_mib_mean,gpu_memory_free_mib_mean,gpu_memory_total_mib_mean,gpu_memory_used_percent_mean,gpu_temperature_c_mean,gpu_power_watts_mean,gpu_power_limit_watts_mean,sm_clock_mhz_mean,memory_clock_mhz_mean,pcie_tx_kbps_mean,pcie_rx_kbps_mean,controller_cpu_util_percent,controller_memory_rss_mib,suspicion_reasons,controller_state,trigger_trace,diagnosis_label,diagnosis_stability_streak,diagnosis_changed_from_previous,diagnosis_top_candidate,diagnosis_runner_up,diagnosis_confidence,diagnosis_rank_margin,latency_recovery_streak,gpu_util_recovery_streak,throughput_recovery_streak,queue_delay_recovery_streak,kernel_duration_mean_ns,kernel_duration_cv,kernel_duration_stability_delta_percent,kernel_duration_stable,kernel_summary_source,time_to_first_token_p50_ms,time_to_first_token_p95_ms
1782183679.0131369,1782183689.0131369,0,long_prompt,vllm_long_prompt,10.0,20,20,0,100.0,1964.0647888183594,1964.8460149765015,2044.4552302360535,2.0,2.0,1.0,15.861260890960693,79.609215259552,1592.0,29.0,58.0,4,64,,0.318436861038208,1964.0647888183594,1964.8460149765015,1.0,1.0,NVIDIA A100-PCIE-40GB,91.16901408450704,51.38028169014085,38223.50440140845,2736.4955985915494,40960.0,93.3191025425011,47.436619718309856,237.37660563380282,250.0,1237.8169014084508,1215.0,7118.788732394366,25119.915492957745,0.0,54.26953125,high_gpu_util,suspicious,1,vllm_long_prompt,1,0,vllm_compute_saturation,vllm_long_prompt,0.7044,0.10436760563380276,1,0,1,1,,,,,,,
1782183689.0131369,1782183699.0131369,1,long_prompt,vllm_long_prompt,10.0,20,20,0,100.0,1957.8807592391968,1957.816243171692,1994.9936509132385,2.0,2.0,1.0,9.02455449104309,30.147635936737064,1592.0,29.0,58.0,4,64,,0.12059054374694826,1964.0647888183594,1964.8460149765015,0.9968514126344665,0.99642222761925,NVIDIA A100-PCIE-40GB,94.58571428571429,54.32857142857143,38226.6875,2733.3125,40960.0,93.32687377929688,52.17142857142857,241.17701428571428,250.0,1241.357142857143,1215.0,7081.642857142857,25443.871428571427,0.0,54.26953125,high_gpu_util,suspicious,1,vllm_long_prompt,2,0,vllm_compute_saturation,vllm_long_prompt,0.70392771189517,0.13007157182699547,2,0,2,2,,,,,,,
1782183699.0131369,1782183709.0131369,2,long_prompt,vllm_long_prompt,10.0,20,20,0,100.0,1961.558759212494,1965.1042222976685,2000.0441908836365,2.0,2.0,1.0,10.515356063842773,35.19817590713501,1592.0,29.0,58.0,4,64,,0.14079270362854004,1964.0647888183594,1964.8460149765015,0.9987240596032613,1.0001314135149517,NVIDIA A100-PCIE-40GB,94.6056338028169,54.87323943661972,38226.6875,2733.3125,40960.0,93.32687377929688,55.014084507042256,246.4335070422535,250.0,1247.9577464788733,1215.0,6915.239436619719,24070.50704225352,1372.1,54.26953125,high_gpu_util,suspicious,1,vllm_long_prompt,3,0,vllm_compute_saturation,vllm_long_prompt,0.7042086089404892,0.1301741520310452,3,0,3,3,,,,,,,
1782183709.0131369,1782183710.9208553,3,long_prompt,vllm_long_prompt,1.9077184200286865,3,3,0,100.0,1940.356731414795,1940.373420715332,1964.8881673812866,1.5725591201005904,2.0,0.7862795600502952,0.9220043818155924,2.489411830902099,1592.0,29.0,45.60421448291712,4,64,,0.009957647323608397,1964.0647888183594,1964.8460149765015,0.9879290858740827,0.9875447775171012,NVIDIA A100-PCIE-40GB,95.46153846153847,51.69230769230769,38226.6875,2733.3125,40960.0,93.32687377929688,56.38461538461539,253.98853846153847,250.0,1219.6153846153845,1215.0,7135.923076923077,24999.53846153846,0.0,54.26953125,high_gpu_util,suspicious,1,vllm_long_prompt,4,0,vllm_compute_saturation,vllm_long_prompt,0.7025893628811124,0.13686331131468643,4,0,0,4,,,,,,,
