scenario,model,repetitions,seeds,mode_orders,no_profiler_request_count_mean,no_profiler_request_count_stdev,no_profiler_request_count_ci95_half_width,cheap_metrics_request_count_mean,cheap_metrics_request_count_stdev,cheap_metrics_request_count_ci95_half_width,no_profiler_p50_latency_ms_mean,no_profiler_p50_latency_ms_stdev,no_profiler_p50_latency_ms_ci95_half_width,cheap_metrics_p50_latency_ms_mean,cheap_metrics_p50_latency_ms_stdev,cheap_metrics_p50_latency_ms_ci95_half_width,no_profiler_p95_latency_ms_mean,no_profiler_p95_latency_ms_stdev,no_profiler_p95_latency_ms_ci95_half_width,cheap_metrics_p95_latency_ms_mean,cheap_metrics_p95_latency_ms_stdev,cheap_metrics_p95_latency_ms_ci95_half_width,no_profiler_throughput_rps_mean,no_profiler_throughput_rps_stdev,no_profiler_throughput_rps_ci95_half_width,cheap_metrics_throughput_rps_mean,cheap_metrics_throughput_rps_stdev,cheap_metrics_throughput_rps_ci95_half_width,no_profiler_success_rate_mean,no_profiler_success_rate_stdev,no_profiler_success_rate_ci95_half_width,cheap_metrics_success_rate_mean,cheap_metrics_success_rate_stdev,cheap_metrics_success_rate_ci95_half_width,p95_latency_delta_ms_mean,p95_latency_delta_ms_stdev,p95_latency_delta_ms_ci95_half_width,p95_latency_regression_percent_mean,p95_latency_regression_percent_stdev,p95_latency_regression_percent_ci95_half_width,throughput_delta_rps_mean,throughput_delta_rps_stdev,throughput_delta_rps_ci95_half_width,throughput_change_percent_mean,throughput_change_percent_stdev,throughput_change_percent_ci95_half_width
queue_pressure,Qwen/Qwen2.5-7B-Instruct,3,6201|6202|6203,no_profiler|cheap_metrics_only;cheap_metrics_only|no_profiler;cheap_metrics_only|no_profiler,320.0,27.713,31.36,304.0,27.713,31.36,1518.895,185.004,209.351,1630.289,177.664,201.045,1768.907,49.101,55.563,1788.039,40.584,45.925,10.313,1.049,1.187,9.682,0.993,1.124,100.0,0.0,0.0,100.0,0.0,0.0,19.132,88.206,99.814,1.172,4.94,5.59,-0.631,2.042,2.311,-4.726,20.524,23.225
