scenario,automatic_status,fixed_window_status,automatic_duration_s,fixed_window_duration_s,profiler_duration_saved_s,profiler_duration_saved_percent,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns
kv_cache_pressure,ok,ok,103.60398316383362,155.11529445648193,51.511311292648315,33.20840248096874,82430,164860,18680046349.0,37371863559.0
