workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,4,7,1,1,12.77038025856018,24.537829875946045,11.767449617385864,119297,484865,147141607.0,597101045.0,"{""launch_overhead_or_small_kernel"": 4, ""possible_launch_overhead_or_small_kernel"": 3}","{""launch_overhead_or_small_kernel"": 7, ""possible_launch_overhead_or_small_kernel"": 2}"
mixed,7,8,5,5,1,1,12.268008470535278,18.97396755218506,6.70595908164978,1433,5938,1716387008.0,7210335459.0,"{""healthy_or_not_suspicious"": 2, ""mixed"": 5}","{""healthy_or_not_suspicious"": 3, ""mixed"": 5}"
compute_bound,7,8,5,5,1,1,11.496833562850952,17.501384735107422,6.00455117225647,334,1238,1900182936.0,7157992958.0,"{""compute_bound"": 5, ""healthy_or_not_suspicious"": 2}","{""compute_bound"": 5, ""healthy_or_not_suspicious"": 3}"
