workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,5,4,1,1,13.206677913665771,23.573822259902954,10.367144346237183,125953,460289,155262827.0,566783077.0,"{""launch_overhead_or_small_kernel"": 5, ""possible_launch_overhead_or_small_kernel"": 2}","{""latency_regression_unknown_gpu_cause"": 5, ""launch_overhead_or_small_kernel"": 4}"
mixed,7,8,5,5,1,1,11.598530292510986,18.27091336250305,6.672383069992065,1433,5928,1715174021.0,7192730869.0,"{""healthy_or_not_suspicious"": 2, ""mixed"": 5}","{""healthy_or_not_suspicious"": 3, ""mixed"": 5}"
compute_bound,7,8,5,4,1,1,12.881372928619385,19.086986541748047,6.205613613128662,332,1356,1885880688.0,7843023157.0,"{""compute_bound"": 5, ""healthy_or_not_suspicious"": 2}","{""compute_bound"": 4, ""healthy_or_not_suspicious"": 4}"
