scenario,model,repetitions,seeds,automatic_trace_s_mean,fixed_window_trace_s_mean,trace_time_saved_s_mean,trace_time_saved_percent_mean,trace_time_saved_percent_ci95,automatic_kernel_instances_mean,fixed_window_kernel_instances_mean,automatic_smoke_success_rate_mean,fixed_window_smoke_success_rate_mean,duration_saved_pass,success_rate_pass,overall_pass
queue_pressure,Qwen/Qwen2.5-7B-Instruct,3,101|202|303,77.721,92.978,15.257,16.4,1.83,38760.667,77844.0,100.0,100.0,True,True,True
