workload,mode,expected_label,runs,windows,suspicious_windows,match_rate_on_suspicious_or_all,ambiguous_or_unknown_rate,first_correct_window_mean,first_correct_window_stdev,first_correct_window_missing_runs,first_correct_seconds_mean,first_correct_seconds_stdev,first_correct_seconds_missing_runs,profiler_burst_count,profiler_duration_s_total,profiler_duration_s_mean,profiler_kernel_instances_total,profiler_kernel_instances_mean,profiler_kernel_total_time_ns_total,profiler_kernel_total_time_ns_mean,profiler_report_count_total
compute_bound,automatic,compute_bound,5,35,25,1.0,0.0,0.0,0.0,0,5.0029541015625,0.002389233589724516,0,5,51.98332595825195,10.39666519165039,2272.0,454.4,9453966038.0,1890793207.6,5
compute_bound,fixed_window,compute_bound,5,40,25,1.0,0.0,0.0,0.0,0,5.002747917175293,0.0032197011390681348,0,5,83.34750008583069,16.669500017166136,9554.0,1910.8,39017145945.0,7803429189.0,5
launch_overhead_or_small_kernel,automatic,launch_overhead_or_small_kernel,5,35,28,1.0,0.0,0.0,0.0,0,5.000745439529419,0.0006585943440373181,0,5,59.584975481033325,11.916995096206666,774149.0,154829.8,2371250338.0,474250067.6,5
launch_overhead_or_small_kernel,fixed_window,launch_overhead_or_small_kernel,5,45,29,1.0,0.0,0.0,0.0,0,5.00050983428955,0.0005049755766639171,0,5,115.80961227416992,23.161922454833984,2982149.0,596429.8,8629841503.0,1725968300.6,5
mixed,automatic,mixed,5,34,24,1.0,0.0,0.0,0.0,0,5.002451372146607,0.000979007818563421,0,5,51.120688676834106,10.22413773536682,11720.0,2344.0,8916148296.0,1783229659.2,5
mixed,fixed_window,mixed,5,40,25,1.0,0.0,0.0,0.0,0,5.002795648574829,0.00026145015518594763,0,5,84.03358507156372,16.806717014312746,50040.0,10008.0,37301527267.0,7460305453.4,5
