scenario,automatic_status,fixed_window_status,automatic_duration_s,fixed_window_duration_s,profiler_duration_saved_s,profiler_duration_saved_percent,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns
compute_saturation,ok,ok,84.67250084877014,94.51112937927246,9.83862853050232,10.410021121449068,44124,66186,4473129920.0,6724217160.0
