scenario,model,repetitions,seeds,mode_orders,no_profiler_request_count_mean,no_profiler_request_count_stdev,no_profiler_request_count_ci95_half_width,cheap_metrics_request_count_mean,cheap_metrics_request_count_stdev,cheap_metrics_request_count_ci95_half_width,no_profiler_p50_latency_ms_mean,no_profiler_p50_latency_ms_stdev,no_profiler_p50_latency_ms_ci95_half_width,cheap_metrics_p50_latency_ms_mean,cheap_metrics_p50_latency_ms_stdev,cheap_metrics_p50_latency_ms_ci95_half_width,no_profiler_p95_latency_ms_mean,no_profiler_p95_latency_ms_stdev,no_profiler_p95_latency_ms_ci95_half_width,cheap_metrics_p95_latency_ms_mean,cheap_metrics_p95_latency_ms_stdev,cheap_metrics_p95_latency_ms_ci95_half_width,no_profiler_throughput_rps_mean,no_profiler_throughput_rps_stdev,no_profiler_throughput_rps_ci95_half_width,cheap_metrics_throughput_rps_mean,cheap_metrics_throughput_rps_stdev,cheap_metrics_throughput_rps_ci95_half_width,no_profiler_success_rate_mean,no_profiler_success_rate_stdev,no_profiler_success_rate_ci95_half_width,cheap_metrics_success_rate_mean,cheap_metrics_success_rate_stdev,cheap_metrics_success_rate_ci95_half_width,p95_latency_delta_ms_mean,p95_latency_delta_ms_stdev,p95_latency_delta_ms_ci95_half_width,p95_latency_regression_percent_mean,p95_latency_regression_percent_stdev,p95_latency_regression_percent_ci95_half_width,throughput_delta_rps_mean,throughput_delta_rps_stdev,throughput_delta_rps_ci95_half_width,throughput_change_percent_mean,throughput_change_percent_stdev,throughput_change_percent_ci95_half_width
queue_pressure,Qwen/Qwen2.5-7B-Instruct,5,6201|6202|6203|6204|6205,no_profiler|cheap_metrics_only;cheap_metrics_only|no_profiler;cheap_metrics_only|no_profiler;cheap_metrics_only|no_profiler;no_profiler|cheap_metrics_only,89.6,8.764,7.682,83.2,7.155,6.272,6413.518,585.016,512.789,6627.422,583.981,511.882,7142.66,162.405,142.355,6886.169,488.849,428.495,2.448,0.194,0.17,2.398,0.212,0.186,100.0,0.0,0.0,100.0,0.0,0.0,-256.491,509.258,446.385,-3.556,7.15,6.267,-0.05,0.405,0.355,-0.982,16.932,14.842
