scenario,model,repetitions,seeds,comparison_files,all_modes_ok,profiler_duration_saved_s_mean,profiler_duration_saved_s_stdev,profiler_duration_saved_s_min,profiler_duration_saved_s_max,profiler_duration_saved_s_ci95_half_width,profiler_duration_saved_percent_mean,profiler_duration_saved_percent_stdev,profiler_duration_saved_percent_min,profiler_duration_saved_percent_max,profiler_duration_saved_percent_ci95_half_width,automatic_duration_s_mean,automatic_duration_s_stdev,automatic_duration_s_min,automatic_duration_s_max,automatic_duration_s_ci95_half_width,fixed_window_duration_s_mean,fixed_window_duration_s_stdev,fixed_window_duration_s_min,fixed_window_duration_s_max,fixed_window_duration_s_ci95_half_width,automatic_kernel_instances_mean,automatic_kernel_instances_stdev,automatic_kernel_instances_min,automatic_kernel_instances_max,automatic_kernel_instances_ci95_half_width,fixed_window_kernel_instances_mean,fixed_window_kernel_instances_stdev,fixed_window_kernel_instances_min,fixed_window_kernel_instances_max,fixed_window_kernel_instances_ci95_half_width,automatic_kernel_total_time_ns_mean,automatic_kernel_total_time_ns_stdev,automatic_kernel_total_time_ns_min,automatic_kernel_total_time_ns_max,automatic_kernel_total_time_ns_ci95_half_width,fixed_window_kernel_total_time_ns_mean,fixed_window_kernel_total_time_ns_stdev,fixed_window_kernel_total_time_ns_min,fixed_window_kernel_total_time_ns_max,fixed_window_kernel_total_time_ns_ci95_half_width,automatic_kernel_avg_duration_ns_mean,automatic_kernel_avg_duration_ns_stdev,automatic_kernel_avg_duration_ns_min,automatic_kernel_avg_duration_ns_max,automatic_kernel_avg_duration_ns_ci95_half_width,fixed_window_kernel_avg_duration_ns_mean,fixed_window_kernel_avg_duration_ns_stdev,fixed_window_kernel_avg_duration_ns_min,fixed_window_kernel_avg_duration_ns_max,fixed_window_kernel_avg_duration_ns_ci95_half_width,automatic_smoke_success_rate_mean,automatic_smoke_success_rate_stdev,automatic_smoke_success_rate_min,automatic_smoke_success_rate_max,automatic_smoke_success_rate_ci95_half_width,fixed_window_smoke_success_rate_mean,fixed_window_smoke_success_rate_stdev,fixed_window_smoke_success_rate_min,fixed_window_smoke_success_rate_max,fixed_window_smoke_success_rate_ci95_half_width,automatic_smoke_requests_mean,automatic_smoke_requests_stdev,automatic_smoke_requests_min,automatic_smoke_requests_max,automatic_smoke_requests_ci95_half_width,fixed_window_smoke_requests_mean,fixed_window_smoke_requests_stdev,fixed_window_smoke_requests_min,fixed_window_smoke_requests_max,fixed_window_smoke_requests_ci95_half_width
queue_pressure,Qwen/Qwen2.5-7B-Instruct,3,101|202|303,RQ1/runs/vllm_l4_nsys_queue_pressure_rep1/vllm_nsys_comparison_1781644604.json|RQ1/runs/vllm_l4_nsys_queue_pressure_rep2/vllm_nsys_comparison_1781644788.json|RQ1/runs/vllm_l4_nsys_queue_pressure_rep3/vllm_nsys_comparison_1781644961.json,1,15.256673018137613,1.2926364752860833,13.798198461532593,16.260770320892334,1.4627558732626686,16.424439446481177,1.6139583404996405,14.689672631889064,17.881568221805505,1.8263657934026858,77.721213499705,2.783681653664611,74.6751594543457,80.13308787345886,3.1500323300797124,92.9778865178426,1.7696771923101344,90.93592977523804,94.06644344329834,2.0025782625836346,38760.666666666664,206.69139636988604,38522.0,38880.0,233.89333333333335,77844.0,84.0,77760.0,77928.0,95.05494831937999,3745873621.3333335,12942226.952413613,3731053344.0,3754948324.0,14645508.50118289,7524994596.333333,5837749.488975553,7518333212.0,7529219038.0,6606035.428286406,96641.76098064927,189.67844364231402,96492.26327160494,96855.13067857329,214.64136497286415,96667.74200709046,169.34549672291033,96477.9438969305,96803.38913323045,191.63246951328543,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,32.0,0.0,32.0,32.0,0.0,64.0,0.0,64.0,64.0,0.0
