workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,5,4,1,1,12.525039911270142,24.12792205810547,11.602882146835327,123393,450817,152183422.0,555059448.0,"{""latency_regression_unknown_gpu_cause"": 2, ""launch_overhead_or_small_kernel"": 5}","{""latency_regression_unknown_gpu_cause"": 5, ""launch_overhead_or_small_kernel"": 4}"
mixed,7,8,5,4,1,1,12.055865287780762,19.663280487060547,7.607415199279785,738,5938,875825012.0,7205067720.0,"{""healthy_or_not_suspicious"": 2, ""mixed"": 5}","{""healthy_or_not_suspicious"": 4, ""mixed"": 4}"
compute_bound,7,8,5,5,1,1,12.093470335006714,18.09235668182373,5.998886346817017,334,1360,1896353231.0,7861700705.0,"{""compute_bound"": 5, ""healthy_or_not_suspicious"": 2}","{""compute_bound"": 5, ""healthy_or_not_suspicious"": 3}"
