scenario,repetitions,mode_orders,no_profiler_p95_latency_ms,cheap_metrics_p95_latency_ms,p95_latency_regression_percent,no_profiler_throughput_rps,cheap_metrics_throughput_rps,throughput_change_percent,cheap_metrics_success_rate,p95_latency_pass,success_rate_pass,overall_pass
queue_pressure,3,no_profiler|cheap_metrics_only;cheap_metrics_only|no_profiler;cheap_metrics_only|no_profiler,7081.815,6757.63,-4.553,2.475,2.384,-2.704,100.0,True,True,True
