workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,6,4,1,1,12.935975313186646,22.715309381484985,9.77933406829834,152833,588801,484781316.0,1847046102.0,"{""launch_overhead_or_small_kernel"": 6, ""possible_launch_overhead_or_small_kernel"": 1}","{""latency_regression_unknown_gpu_cause"": 5, ""launch_overhead_or_small_kernel"": 4}"
mixed,6,8,4,5,1,1,9.943742036819458,16.71921133995056,6.7754693031311035,2343,10028,1796991680.0,7470859307.0,"{""latency_regression_unknown_gpu_cause"": 2, ""mixed"": 4}","{""latency_regression_unknown_gpu_cause"": 3, ""mixed"": 5}"
compute_bound,7,8,5,5,1,1,10.272990703582764,16.5481379032135,6.275147199630737,454,1912,1890300455.0,7815672743.0,"{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 2}","{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 3}"
