scenario,model,repetitions,seeds,mode_orders,no_profiler_request_count_mean,no_profiler_request_count_stdev,no_profiler_request_count_ci95_half_width,cheap_metrics_request_count_mean,cheap_metrics_request_count_stdev,cheap_metrics_request_count_ci95_half_width,no_profiler_p50_latency_ms_mean,no_profiler_p50_latency_ms_stdev,no_profiler_p50_latency_ms_ci95_half_width,cheap_metrics_p50_latency_ms_mean,cheap_metrics_p50_latency_ms_stdev,cheap_metrics_p50_latency_ms_ci95_half_width,no_profiler_p95_latency_ms_mean,no_profiler_p95_latency_ms_stdev,no_profiler_p95_latency_ms_ci95_half_width,cheap_metrics_p95_latency_ms_mean,cheap_metrics_p95_latency_ms_stdev,cheap_metrics_p95_latency_ms_ci95_half_width,no_profiler_throughput_rps_mean,no_profiler_throughput_rps_stdev,no_profiler_throughput_rps_ci95_half_width,cheap_metrics_throughput_rps_mean,cheap_metrics_throughput_rps_stdev,cheap_metrics_throughput_rps_ci95_half_width,no_profiler_success_rate_mean,no_profiler_success_rate_stdev,no_profiler_success_rate_ci95_half_width,cheap_metrics_success_rate_mean,cheap_metrics_success_rate_stdev,cheap_metrics_success_rate_ci95_half_width,p95_latency_delta_ms_mean,p95_latency_delta_ms_stdev,p95_latency_delta_ms_ci95_half_width,p95_latency_regression_percent_mean,p95_latency_regression_percent_stdev,p95_latency_regression_percent_ci95_half_width,throughput_delta_rps_mean,throughput_delta_rps_stdev,throughput_delta_rps_ci95_half_width,throughput_change_percent_mean,throughput_change_percent_stdev,throughput_change_percent_ci95_half_width
healthy,Qwen/Qwen2.5-7B-Instruct,3,6301|6302|6303,cheap_metrics_only|no_profiler;cheap_metrics_only|no_profiler;no_profiler|cheap_metrics_only,9.0,0.0,0.0,9.0,0.0,0.0,3689.136,24.011,27.171,3705.252,26.704,30.219,3698.749,35.378,40.034,3722.236,28.153,31.858,0.271,0.002,0.002,0.27,0.002,0.002,100.0,0.0,0.0,100.0,0.0,0.0,23.488,63.485,71.84,0.646,1.713,1.939,-0.001,0.004,0.004,-0.475,1.388,1.571
