workload,repetitions,automatic_trace_s_mean,fixed_window_trace_s_mean,trace_time_saved_s_mean,trace_time_saved_percent,automatic_bursts_mean,automatic_bursts_stdev,expected_diagnosis_label,expected_label_match_rate,duration_saved_pass,diagnosis_match_pass,burst_stability_pass,overall_pass
compute_bound,5,12.412,18.134,5.722,31.6,1.0,0.0,compute_bound,1.0,True,True,True,True
launch_overhead_or_small_kernel,5,12.994,23.993,10.999,45.8,1.0,0.0,launch_overhead_or_small_kernel,1.0,True,True,True,True
mixed,5,11.964,18.533,6.569,35.4,1.0,0.0,mixed,1.0,True,True,True,True
