scenario,automatic_status,fixed_window_status,automatic_duration_s,fixed_window_duration_s,profiler_duration_saved_s,profiler_duration_saved_percent,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns
kv_cache_pressure,ok,ok,92.03169465065002,128.84170937538147,36.810014724731445,28.5699521553887,247290,494580,16223781356.0,32520212353.0
