workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
compute_bound,9,10,4,4,1,1,10.954237699508667,12.712019443511963,1.757781744003296,162,334,896468165.0,1898491445.0,"{""compute_bound"": 4, ""healthy_or_not_suspicious"": 5}","{""compute_bound"": 4, ""healthy_or_not_suspicious"": 6}"
