workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
compute_bound,7,8,4,3,1,1,7.024422645568848,8.75678563117981,1.732362985610962,0,0,0.0,0.0,"{""compute_bound"": 4, ""healthy_or_not_suspicious"": 3}","{""compute_bound"": 3, ""healthy_or_not_suspicious"": 5}"
