workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,6,7,1,1,11.498924970626831,23.18390655517578,11.68498158454895,154369,587265,466768744.0,1862842176.0,"{""launch_overhead_or_small_kernel"": 6, ""possible_launch_overhead_or_small_kernel"": 1}","{""launch_overhead_or_small_kernel"": 7, ""possible_launch_overhead_or_small_kernel"": 2}"
mixed,7,8,5,5,1,1,10.198546648025513,16.56610918045044,6.367562532424927,2333,10013,1762550723.0,7451988206.0,"{""latency_regression_unknown_gpu_cause"": 2, ""mixed"": 5}","{""latency_regression_unknown_gpu_cause"": 3, ""mixed"": 5}"
compute_bound,7,8,5,5,1,1,10.394149541854858,16.41973567008972,6.025586128234863,456,1910,1891404225.0,7805494759.0,"{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 2}","{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 3}"
