scenario,automatic_status,fixed_window_status,automatic_duration_s,fixed_window_duration_s,profiler_duration_saved_s,profiler_duration_saved_percent,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns
queue_pressure,ok,ok,101.97924709320068,136.8172631263733,34.83801603317261,25.46317272915623,97326,175338,9469893977.0,17089221263.0
