workload,automatic_windows,fixed_window_windows,automatic_suspicious_windows,fixed_window_suspicious_windows,automatic_profiler_bursts,fixed_window_profiler_bursts,automatic_profiler_duration_s,fixed_window_profiler_duration_s,profiler_duration_saved_s,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns,automatic_diagnosis_counts,fixed_window_diagnosis_counts
launch_overhead_or_small_kernel,7,9,5,7,1,1,11.5169837474823,23.18805742263794,11.67107367515564,154625,592897,473162153.0,1247293237.0,"{""launch_overhead_or_small_kernel"": 5, ""possible_launch_overhead_or_small_kernel"": 2}","{""launch_overhead_or_small_kernel"": 7, ""possible_launch_overhead_or_small_kernel"": 2}"
mixed,7,8,5,5,1,1,10.36331033706665,17.56654667854309,7.20323634147644,2348,9933,1778122866.0,7432712713.0,"{""latency_regression_unknown_gpu_cause"": 2, ""mixed"": 5}","{""latency_regression_unknown_gpu_cause"": 3, ""mixed"": 5}"
compute_bound,7,8,5,5,1,1,10.799548149108887,17.354063987731934,6.554515838623047,456,1910,1898260510.0,7791179291.0,"{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 2}","{""compute_bound"": 5, ""latency_regression_unknown_gpu_cause"": 3}"
