workload,repetitions,comparison_files,automatic_windows_mean,automatic_windows_stdev,fixed_window_windows_mean,fixed_window_windows_stdev,automatic_suspicious_windows_mean,automatic_suspicious_windows_stdev,fixed_window_suspicious_windows_mean,fixed_window_suspicious_windows_stdev,automatic_profiler_bursts_mean,automatic_profiler_bursts_stdev,fixed_window_profiler_bursts_mean,fixed_window_profiler_bursts_stdev,automatic_profiler_duration_s_mean,automatic_profiler_duration_s_stdev,fixed_window_profiler_duration_s_mean,fixed_window_profiler_duration_s_stdev,automatic_profiler_kernel_instances_mean,automatic_profiler_kernel_instances_stdev,fixed_window_profiler_kernel_instances_mean,fixed_window_profiler_kernel_instances_stdev,automatic_profiler_kernel_total_time_ns_mean,automatic_profiler_kernel_total_time_ns_stdev,fixed_window_profiler_kernel_total_time_ns_mean,fixed_window_profiler_kernel_total_time_ns_stdev,profiler_duration_saved_s_mean,profiler_duration_saved_s_stdev,automatic_diagnosis_counts_total,fixed_window_diagnosis_counts_total
compute_bound,4,RQ1/runs/step4_compare_check/comparison_1781548084.json|RQ1/runs/step5_all_workloads_compare/comparison_1781549743.json|RQ1/runs/step5_all_workloads_compare_v2/comparison_1781549876.json|RQ1/runs/step6_fixed_window_duration_check/comparison_1781551115.json,3.25,3.8622100754188224,6.25,6.3966136874651625,1.75,1.5,2.0,1.4142135623730951,1.0,0.0,1.0,0.0,7.512795627117157,5.009087395609838,8.57561445236206,5.727093590078841,17.0,13.515423288475528,53.5,88.71489916205357,96531219.0,76597616.9719995,324904450.5,552672724.948333,1.0628188252449036,0.804755662868577,"{""compute_bound"": 7, ""healthy_or_not_suspicious"": 6}","{""compute_bound"": 8, ""healthy_or_not_suspicious"": 17}"
launch_overhead_or_small_kernel,2,RQ1/runs/step5_all_workloads_compare/comparison_1781549743.json|RQ1/runs/step5_all_workloads_compare_v2/comparison_1781549876.json,5.0,5.656854249492381,5.0,5.656854249492381,4.5,4.949747468305833,4.5,4.949747468305833,1.0,0.0,1.0,0.0,11.473458170890808,0.3054710857002875,10.391858100891113,0.26841641942647976,25601.0,4812.568752755643,22655.5,11689.182199794817,24067830.0,4475346.700380653,21314618.5,11019665.922202928,-1.0816000699996948,0.5738875051267672,"{""launch_overhead_or_small_kernel"": 9, ""possible_launch_overhead_or_small_kernel"": 1}","{""launch_overhead_or_small_kernel"": 9, ""possible_launch_overhead_or_small_kernel"": 1}"
mixed,2,RQ1/runs/step5_all_workloads_compare/comparison_1781549743.json|RQ1/runs/step5_all_workloads_compare_v2/comparison_1781549876.json,5.0,5.656854249492381,3.5,3.5355339059327378,2.5,2.1213203435596424,2.5,2.1213203435596424,1.0,0.0,1.0,0.0,7.156467914581299,4.116405818207336,7.563636064529419,4.800704748028516,44.0,1.4142135623730951,53.0,28.284271247461902,56655955.0,3471588.8254964757,69786241.0,44355258.40576777,0.4071681499481201,8.917110566235852,"{""healthy_or_not_suspicious"": 5, ""mixed"": 5}","{""healthy_or_not_suspicious"": 2, ""mixed"": 5}"
