scenario,model,repetitions,seeds,mode_orders,no_profiler_request_count_mean,no_profiler_request_count_stdev,no_profiler_request_count_ci95_half_width,cheap_metrics_request_count_mean,cheap_metrics_request_count_stdev,cheap_metrics_request_count_ci95_half_width,no_profiler_p50_latency_ms_mean,no_profiler_p50_latency_ms_stdev,no_profiler_p50_latency_ms_ci95_half_width,cheap_metrics_p50_latency_ms_mean,cheap_metrics_p50_latency_ms_stdev,cheap_metrics_p50_latency_ms_ci95_half_width,no_profiler_p95_latency_ms_mean,no_profiler_p95_latency_ms_stdev,no_profiler_p95_latency_ms_ci95_half_width,cheap_metrics_p95_latency_ms_mean,cheap_metrics_p95_latency_ms_stdev,cheap_metrics_p95_latency_ms_ci95_half_width,no_profiler_throughput_rps_mean,no_profiler_throughput_rps_stdev,no_profiler_throughput_rps_ci95_half_width,cheap_metrics_throughput_rps_mean,cheap_metrics_throughput_rps_stdev,cheap_metrics_throughput_rps_ci95_half_width,no_profiler_success_rate_mean,no_profiler_success_rate_stdev,no_profiler_success_rate_ci95_half_width,cheap_metrics_success_rate_mean,cheap_metrics_success_rate_stdev,cheap_metrics_success_rate_ci95_half_width,p95_latency_delta_ms_mean,p95_latency_delta_ms_stdev,p95_latency_delta_ms_ci95_half_width,p95_latency_regression_percent_mean,p95_latency_regression_percent_stdev,p95_latency_regression_percent_ci95_half_width,throughput_delta_rps_mean,throughput_delta_rps_stdev,throughput_delta_rps_ci95_half_width,throughput_change_percent_mean,throughput_change_percent_stdev,throughput_change_percent_ci95_half_width
queue_pressure,Qwen/Qwen2.5-7B-Instruct,2,6204|6205,cheap_metrics_only|no_profiler;no_profiler|cheap_metrics_only,88.0,11.314,15.68,88.0,11.314,15.68,6520.005,759.63,1052.793,6512.231,743.299,1030.16,7233.927,276.02,382.544,7078.978,41.537,57.567,2.408,0.26,0.36,2.419,0.241,0.334,100.0,0.0,0.0,100.0,0.0,0.0,-154.949,317.556,440.111,-2.06,4.311,5.975,0.011,0.501,0.695,1.6,20.992,29.094
