scenario,automatic_status,fixed_window_status,automatic_duration_s,fixed_window_duration_s,profiler_duration_saved_s,profiler_duration_saved_percent,automatic_kernel_instances,fixed_window_kernel_instances,automatic_kernel_total_time_ns,fixed_window_kernel_total_time_ns
healthy,ok,ok,96.13271713256836,133.16970491409302,37.03698778152466,27.811871930944804,239190,471345,3881216163.0,7644839393.0
